field_trial_id,Treatment 1,Grain yield (t/ha).12
9176077,Lupin,1.05
9176077,Lentil,0.36
9176077,Field Pea,1.14
9176077,Faba Beans,1.37
9176077,Canola (Control),2.6
9176077,Lupin,5.1
9176077,Lentil,5.52
9176077,Field Pea,5.61
9176077,Faba Beans,5.51
9176077,Canola (Control),5.29
