field_trial_id,Treatment 1,Grain yield (t/ha).3
9176138,NAPPL1,2.86
9176138,NAPPL1,2.77
9176138,NAPPL1,2.09
9176138,Nil,1.45
9176138,Nil,2.09
9176138,Nil,2.05
9176138,NAPPL2,1.64
9176138,NAPPL2,1.91
9176138,NAPPL2,2.68
9176138,NAPPL3,3.18
9176138,NAPPL3,3.09
9176138,NAPPL3,3.05
9176138,NAPPL4,3.41
9176138,NAPPL4,3.36
9176138,NAPPL4,2.95
