field_trial_id,Treatment 1,Grain yield (t/ha).3
9176138,Nil,3.33
9176138,Nil,3.19
9176138,Nil,3.18
9176138,NAPPL1,3.55
9176138,NAPPL1,3.42
9176138,NAPPL1,3.48
9176138,NAPPL2,4.17
9176138,NAPPL2,3.65
9176138,NAPPL2,3.93
9176138,NAPPL3,4.21
9176138,NAPPL3,3.57
9176138,NAPPL3,3.29
9176138,NAPPL4,3.67
9176138,NAPPL4,3.57
9176138,NAPPL4,3.6
