field_trial_id,Treatment 1,Grain yield (t/ha).12
9176077,Bolt Lentil,0.129
9176077,Jurien Lupin,0.228
9176077,Samira Faba Bean,0.056
9176077,Striker Chickpea,0.015
9176077,Bolt Lentil,2.89
9176077,Jurien Lupin,3.04
9176077,Samira Faba Bean,3.22
9176077,Striker Chickpea,2.91
