field_trial_id,Trial name,Year(s),Crop type(s),Location(s),State(s),Contributor,Contributor Copyright
SCF_LimeSources,Mackie Lime Sources trial,2017,Barley,Kendenup,WA,Stirlings to Coast Farmers,CC BY 4.0
